0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"{'TEXT': 'espace', 'LABEL': 'b-company'}","{'TEXT': 'culturel', 'LABEL': 'i-company'}","{'TEXT': '©', 'LABEL': 'i-company'}","{'TEXT': 'ELeclerc', 'LABEL': 'i-company'}","{'TEXT': '15', 'LABEL': 'b-address'}","{'TEXT': 'rue', 'LABEL': 'i-address'}","{'TEXT': 'Champagne', 'LABEL': 'i-address'}","{'TEXT': 'st', 'LABEL': 'i-address'}","{'TEXT': 'seorges', 'LABEL': 'i-address'}","{'TEXT': '17100', 'LABEL': 'i-address'}","{'TEXT': 'SAINTES', 'LABEL': 'i-address'}","{'TEXT': '27/12/16', 'LABEL': 'b-date'}","{'TEXT': '26.55', 'LABEL': 'b-total'}",{'id': '1434'},,,,,,,,,,,,,,,,,
"{'TEXT': 'RF', 'LABEL': 'b-company'}","{'TEXT': 'CITY', 'LABEL': 'i-company'}","{'TEXT': 'MAISONS', 'LABEL': 'i-company'}","{'TEXT': 'LAFFITTE', 'LABEL': 'i-company'}","{'TEXT': '3', 'LABEL': 'b-address'}","{'TEXT': 'AVE', 'LABEL': 'i-address'}","{'TEXT': 'DU', 'LABEL': 'i-address'}","{'TEXT': 'GLE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'GAUL', 'LABEL': 'i-address'}","{'TEXT': '78605', 'LABEL': 'i-address'}","{'TEXT': 'MATSONS', 'LABEL': 'i-address'}","{'TEXT': 'LAFFITTE', 'LABEL': 'i-address'}","{'TEXT': 'Tel', 'LABEL': 'i-address'}","{'TEXT': '10.98€', 'LABEL': 'b-total'}","{'TEXT': '04/02/2017', 'LABEL': 'b-date'}",{'id': '188'},,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '4', 'LABEL': 'i-address'}","{'TEXT': '2.12€', 'LABEL': 'b-total'}","{'TEXT': '11/01/20', 'LABEL': 'b-date'}",{'id': '62'},,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '19.26€', 'LABEL': 'b-total'}","{'TEXT': '03/02/2017', 'LABEL': 'b-date'}",{'id': '48'},,,,,,,,,,,,,,,,,
"{'TEXT': '17/07/2017', 'LABEL': 'b-date'}","{'TEXT': 'LA', 'LABEL': 'b-company'}","{'TEXT': 'BOUTIQUE', 'LABEL': 'i-company'}","{'TEXT': 'LEA', 'LABEL': 'i-company'}","{'TEXT': 'NATURE', 'LABEL': 'i-company'}","{'TEXT': 'avenue', 'LABEL': 'b-address'}","{'TEXT': 'Paul', 'LABEL': 'i-address'}","{'TEXT': 'Langevin', 'LABEL': 'i-address'}","{'TEXT': '17180', 'LABEL': 'i-address'}","{'TEXT': 'PERIGNY', 'LABEL': 'i-address'}","{'TEXT': '2,99', 'LABEL': 'b-total'}",{'id': '808'},,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '28/10/2015', 'LABEL': 'b-date'}",{'id': '149'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'SATORIZ', 'LABEL': 'b-company'}","{'TEXT': 'RUE', 'LABEL': 'b-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'TRAMONTANE', 'LABEL': 'i-address'}","{'TEXT': '30', 'LABEL': 'i-address'}","{'TEXT': '133', 'LABEL': 'i-address'}","{'TEXT': 'LES', 'LABEL': 'i-address'}","{'TEXT': 'ANGLES', 'LABEL': 'i-address'}","{'TEXT': '15/03/2017', 'LABEL': 'b-date'}","{'TEXT': '21.40€', 'LABEL': 'b-total'}",{'id': '613'},,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '3208', 'LABEL': 'i-address'}","{'TEXT': 'SLDE', 'LABEL': 'i-address'}","{'TEXT': 'STOCKKOL', 'LABEL': 'i-address'}","{'TEXT': '02/09/2016', 'LABEL': 'b-date'}",{'id': '161'},,,,,,,,,,,,,,,
"{'TEXT': 'RD', 'LABEL': 'b-company'}","{'TEXT': 'BO0', 'LABEL': 'i-company'}","{'TEXT': '17.00', 'LABEL': 'b-total'}",{'id': '607'},,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CTY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': '(', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '3.90€', 'LABEL': 'b-total'}","{'TEXT': '20/03/2017', 'LABEL': 'b-date'}",{'id': '405'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '4.4?Î', 'LABEL': 'b-total'}","{'TEXT': '22/06/2017', 'LABEL': 'b-date'}",{'id': '363'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE/CRD', 'LABEL': 'i-company'}","{'TEXT': '3/5', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'CORDOUAN', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '5.80€', 'LABEL': 'b-total'}","{'TEXT': '15/07/2017', 'LABEL': 'b-date'}",{'id': '559'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'VAUVERT', 'LABEL': 'b-company'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'BH30', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '19H30', 'LABEL': 'i-address'}","{'TEXT': 'D‘imanche', 'LABEL': 'i-address'}","{'TEXT': '9H00', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12H30', 'LABEL': 'i-address'}","{'TEXT': 'Bienvenue', 'LABEL': 'i-address'}","{'TEXT': 'chez', 'LABEL': 'i-address'}","{'TEXT': 'Carrefour', 'LABEL': 'i-address'}","{'TEXT': 'Market', 'LABEL': 'i-address'}","{'TEXT': 'l3.30€‘', 'LABEL': 'b-total'}","{'TEXT': '18/02/2017', 'LABEL': 'b-date'}",{'id': '571'},,,,,,,,,,,,
"{'TEXT': 'ALDI', 'LABEL': 'b-company'}","{'TEXT': 'ST', 'LABEL': 'i-company'}","{'TEXT': 'JEAN', 'LABEL': 'i-company'}","{'TEXT': 'BRAYE', 'LABEL': 'i-company'}","{'TEXT': 'BTENVENUE', 'LABEL': 'i-company'}","{'TEXT': 'RETROUVEZ', 'LABEL': 'i-address'}","{'TEXT': 'L', 'LABEL': 'i-address'}","{'TEXT': 'ADRESSE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'TOUS', 'LABEL': 'i-address'}","{'TEXT': 'NOS', 'LABEL': 'i-address'}","{'TEXT': 'MAGASINS', 'LABEL': 'i-address'}","{'TEXT': 'SUR', 'LABEL': 'i-address'}","{'TEXT': 'www.aldi', 'LABEL': 'i-address'}","{'TEXT': 'fr', 'LABEL': 'i-address'}","{'TEXT': '23.02.2017', 'LABEL': 'b-date'}",{'id': '940'},,,,,,,,,,,,,,
"{'TEXT': 'TOTAL', 'LABEL': 'b-company'}","{'TEXT': 'Relais', 'LABEL': 'i-company'}","{'TEXT': 'ROUTLLE', 'LABEL': 'i-company'}","{'TEXT': 'PAMPROUX', 'LABEL': 'i-company'}","{'TEXT': 'NORD', 'LABEL': 'i-company'}","{'TEXT': 'SAS—ARGEDIS', 'LABEL': 'i-address'}","{'TEXT': 'Autoroute', 'LABEL': 'i-address'}","{'TEXT': 'A10', 'LABEL': 'i-address'}","{'TEXT': '79800', 'LABEL': 'i-address'}","{'TEXT': 'PAMPROUK', 'LABEL': 'i-address'}","{'TEXT': '20/08/17', 'LABEL': 'b-date'}",{'id': '1224'},,,,,,,,,,,,,,,,,,,
"{'TEXT': 'NIÜ\\ÏUIG', 'LABEL': 'b-company'}","{'TEXT': 'il', 'LABEL': 'i-company'}","{'TEXT': '&', 'LABEL': 'i-company'}","{'TEXT': 'Dlécouvertes', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}",{'id': '772'},,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'b', 'LABEL': 'b-company'}","{'TEXT': 'U', 'LABEL': 'i-company'}","{'TEXT': '4', 'LABEL': 'i-company'}","{'TEXT': 'O', 'LABEL': 'i-company'}","{'TEXT': 'N', 'LABEL': 'i-company'}","{'TEXT': 'D', 'LABEL': 'i-company'}","{'TEXT': 'E', 'LABEL': 'i-company'}","{'TEXT': '<', 'LABEL': 'i-address'}","{'TEXT': 'ZAC', 'LABEL': 'i-address'}","{'TEXT': 'Beaulieu', 'LABEL': 'i-address'}","{'TEXT': '©', 'LABEL': 'i-address'}","{'TEXT': '25', 'LABEL': 'i-address'}","{'TEXT': 'rue', 'LABEL': 'i-address'}","{'TEXT': 'du', 'LABEL': 'i-address'}","{'TEXT': '18', 'LABEL': 'i-address'}","{'TEXT': 'JuîH', 'LABEL': 'i-address'}","{'TEXT': '17138', 'LABEL': 'i-address'}","{'TEXT': 'PUILBOREAU', 'LABEL': 'i-address'}","{'TEXT': '—', 'LABEL': 'i-address'}","{'TEXT': '16,99', 'LABEL': 'b-total'}","{'TEXT': '14/01/2017', 'LABEL': 'b-date'}",{'id': '766'},,,,,,,,,
"{'TEXT': 'dutltt', 'LABEL': 'b-company'}","{'TEXT': 'nec', 'LABEL': 'i-company'}","{'TEXT': 't', 'LABEL': 'i-company'}","{'TEXT': 'ñ.B', 'LABEL': 'i-company'}","{'TEXT': 'AtNBO', 'LABEL': 'i-company'}","{'TEXT': 'AA', 'LABEL': 'i-company'}","{'TEXT': 'R', 'LABEL': 'i-company'}","{'TEXT': 'A', 'LABEL': 'i-company'}","{'TEXT': 'A', 'LABEL': 'i-company'}","{'TEXT': 'mmm', 'LABEL': 'i-company'}","{'TEXT': 'L', 'LABEL': 'i-company'}","{'TEXT': 'à', 'LABEL': 'i-company'}","{'TEXT': 'à', 'LABEL': 'i-company'}","{'TEXT': 'e', 'LABEL': 'i-company'}","{'TEXT': 'l', 'LABEL': 'i-company'}","{'TEXT': '1Hb', 'LABEL': 'i-company'}","{'TEXT': '16/DE', 'LABEL': 'i-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'HÔTELADÏ', 'LABEL': 'i-address'}","{'TEXT': '1341', 'LABEL': 'i-address'}",{'id': '996'},,,,,,,,,
"{'TEXT': 'JAUNE', 'LABEL': 'b-company'}","{'TEXT': 'POUSSIN', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'WILSON', 'LABEL': 'i-address'}","{'TEXT': '24000', 'LABEL': 'i-address'}","{'TEXT': 'PERIGUEUX', 'LABEL': 'i-address'}","{'TEXT': '11,10', 'LABEL': 'b-total'}","{'TEXT': '29/12/16', 'LABEL': 'b-date'}",{'id': '982'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CHEZ', 'LABEL': 'b-company'}","{'TEXT': 'RABAH', 'LABEL': 'i-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '21/01/2017', 'LABEL': 'b-date'}",{'id': '1543'},,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'BOUCHERIE', 'LABEL': 'b-company'}","{'TEXT': 'D', 'LABEL': 'i-company'}","{'TEXT': 'ANTAN', 'LABEL': 'i-company'}","{'TEXT': 'ROÛTE', 'LABEL': 'i-company'}","{'TEXT': 'NATIONALE', 'LABEL': 'i-company'}","{'TEXT': '17220', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'JARNE', 'LABEL': 'i-address'}","{'TEXT': '69,', 'LABEL': 'b-total'}","{'TEXT': '87', 'LABEL': 'i-total'}",{'id': '1557'},,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'VAUVERT', 'LABEL': 'b-company'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'BH30', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '19H30', 'LABEL': 'i-address'}","{'TEXT': 'D‘imanche', 'LABEL': 'i-address'}","{'TEXT': '9H00', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12H30', 'LABEL': 'i-address'}","{'TEXT': 'Bienvenue', 'LABEL': 'i-address'}","{'TEXT': 'chez', 'LABEL': 'i-address'}","{'TEXT': 'Carrefour', 'LABEL': 'i-address'}","{'TEXT': 'Market', 'LABEL': 'i-address'}","{'TEXT': '17/02/2017', 'LABEL': 'b-date'}",{'id': '570'},,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'mr.et', 'LABEL': 'i-company'}","{'TEXT': '«&', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche.', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12n37', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aytré', 'LABEL': 'i-address'}","{'TEXT': '12.82€', 'LABEL': 'b-total'}","{'TEXT': '28/10/2016', 'LABEL': 'b-date'}",{'id': '216'},,,,,,,
"{'TEXT': 'VAUVERT', 'LABEL': 'b-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '8H30', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '19830', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9H00', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12H30', 'LABEL': 'i-address'}","{'TEXT': 'Bienvenue', 'LABEL': 'i-address'}","{'TEXT': 'chez', 'LABEL': 'i-address'}","{'TEXT': 'Carrefour', 'LABEL': 'i-address'}","{'TEXT': 'Market', 'LABEL': 'i-address'}","{'TEXT': '1.78€', 'LABEL': 'b-total'}","{'TEXT': '19/06/2017', 'LABEL': 'b-date'}",{'id': '564'},,,,,,,,,,,,
"{'TEXT': 'CR', 'LABEL': 'b-company'}","{'TEXT': '—CITY', 'LABEL': 'i-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELL', 'LABEL': 'i-company'}","{'TEXT': 'Ë', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'i-address'}","{'TEXT': 'R', 'LABEL': 'i-address'}","{'TEXT': 'E', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '7000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '7.82€', 'LABEL': 'b-total'}","{'TEXT': '07/06/2017', 'LABEL': 'b-date'}",{'id': '362'},,,,,,,,,,,,,,
"{'TEXT': 'AULTRES—', 'LABEL': 'b-company'}","{'TEXT': 'ROUMEGOUS', 'LABEL': 'i-company'}","{'TEXT': '04/02/2017', 'LABEL': 'b-date'}","{'TEXT': '$.33', 'LABEL': 'b-total'}",{'id': '1386'},,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '7000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '5.28€', 'LABEL': 'b-total'}","{'TEXT': '06/04/2016', 'LABEL': 'b-date'}",{'id': '148'},,,,,,,,,,,,,,,,,
"{'TEXT': '60', 'LABEL': 'b-address'}","{'TEXT': 'Bd', 'LABEL': 'i-address'}","{'TEXT': 'des', 'LABEL': 'i-address'}","{'TEXT': 'Pas', 'LABEL': 'i-address'}","{'TEXT': 'Enchantes', 'LABEL': 'i-address'}","{'TEXT': '44230', 'LABEL': 'i-address'}","{'TEXT': 'SATNT', 'LABEL': 'i-address'}","{'TEXT': 'SEBASTIEN', 'LABEL': 'i-address'}","{'TEXT': 'SUR', 'LABEL': 'i-address'}","{'TEXT': 'LOIRE', 'LABEL': 'i-address'}","{'TEXT': '13/07/17', 'LABEL': 'b-date'}","{'TEXT': '9,50', 'LABEL': 'b-total'}",{'id': '809'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'Aire', 'LABEL': 'b-company'}","{'TEXT': 'des', 'LABEL': 'i-company'}","{'TEXT': 'Landes', 'LABEL': 'i-company'}","{'TEXT': 'Nord', 'LABEL': 'i-company'}","{'TEXT': '—', 'LABEL': 'i-company'}","{'TEXT': 'A', 'LABEL': 'i-company'}","{'TEXT': '62', 'LABEL': 'i-company'}","{'TEXT': '33720', 'LABEL': 'b-address'}","{'TEXT': 'Saint', 'LABEL': 'i-address'}","{'TEXT': 'Michel', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'Rieufret', 'LABEL': 'i-address'}","{'TEXT': '06—07—2017', 'LABEL': 'b-date'}",{'id': '821'},,,,,,,,,,,,,,,,,
"{'TEXT': 'Station', 'LABEL': 'i-address'}","{'TEXT': '/', 'LABEL': 'i-address'}","{'TEXT': 'gare', 'LABEL': 'i-address'}","{'TEXT': 'Perneiy', 'LABEL': 'i-address'}","{'TEXT': '2013,48', 'LABEL': 'i-address'}","{'TEXT': '7h', 'LABEL': 'i-address'}","{'TEXT': 'Appareil', 'LABEL': 'i-address'}","{'TEXT': '09/07/2017', 'LABEL': 'b-date'}",{'id': '819'},,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CTTY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '16/12/2016', 'LABEL': 'b-date'}",{'id': '71'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'À', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '17/02/2016', 'LABEL': 'b-date'}",{'id': '65'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'Route', 'LABEL': 'b-company'}","{'TEXT': 'de', 'LABEL': 'i-company'}","{'TEXT': 'Codognan', 'LABEL': 'i-company'}","{'TEXT': '30310', 'LABEL': 'i-address'}","{'TEXT': 'VERGEZE', 'LABEL': 'i-address'}","{'TEXT': '23/08/17', 'LABEL': 'b-date'}","{'TEXT': '50.10', 'LABEL': 'b-total'}",{'id': '616'},,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CTTY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': 'CHELLE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'Tel', 'LABEL': 'i-address'}","{'TEXT': 'cs.4é.', 'LABEL': 'i-address'}","{'TEXT': 'FA', 'LABEL': 'i-address'}","{'TEXT': 'Ÿ', 'LABEL': 'i-address'}","{'TEXT': '7760e', 'LABEL': 'b-total'}","{'TEXT': '00118', 'LABEL': 'b-date'}",{'id': '164'},,,,,,,,,,,,,,,
"{'TEXT': 'RUE', 'LABEL': 'b-address'}","{'TEXT': 'DU', 'LABEL': 'i-address'}","{'TEXT': 'TEMPLE,20', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '1e1', 'LABEL': 'i-address'}","{'TEXT': '03/01/2017', 'LABEL': 'b-date'}",{'id': '1143'},,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CI7Y', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '03/05/2017', 'LABEL': 'b-date'}",{'id': '399'},,,,,,,,,,,,,,,,,,
